City,state_id,State full,County
Roessleville,NY,New York,Albany
Minnehaha,WA,Washington,Clark
Moss Bluff,LA,Louisiana,Calcasieu
Town and Country,MO,Missouri,St. Louis
River Forest,IL,Illinois,Cook
Gold Canyon,AZ,Arizona,Pinal
Gardere,LA,Louisiana,East Baton Rouge
Yorktown,IN,Indiana,Delaware
Forest,VA,Virginia,Bedford
Stuarts Draft,VA,Virginia,Augusta
Sussex,WI,Wisconsin,Waukesha
Port Lavaca,TX,Texas,Calhoun
Platteville,WI,Wisconsin,Grant
Roma,TX,Texas,Starr
Smithfield,NC,North Carolina,Johnston
Grosse Pointe Park,MI,Michigan,Wayne
Newcastle,OK,Oklahoma,McClain
Burley,ID,Idaho,Cassia
Four Corners,TX,Texas,Fort Bend
Mexico,MO,Missouri,Audrain
Fort Morgan,CO,Colorado,Morgan
Lovington,NM,New Mexico,Lea
Elk City,OK,Oklahoma,Beckham
Oskaloosa,IA,Iowa,Mahaska
Farmington,MI,Michigan,Oakland
Ridgefield,WA,Washington,Clark
Leon Valley,TX,Texas,Bexar
Healdsburg,CA,California,Sonoma
Lindon,UT,Utah,Utah
East Glenville,NY,New York,Schenectady
Sun Village,CA,California,Los Angeles
Ridgefield,NJ,New Jersey,Bergen
Fuller Heights,FL,Florida,Polk
Pike Creek Valley,DE,Delaware,New Castle
Wilton Manors,FL,Florida,Broward
Pontiac,IL,Illinois,Livingston
North Wantagh,NY,New York,Nassau
Covington,LA,Louisiana,St. Tammany
University of California-Santa Barbara,CA,California,Santa Barbara
Port Salerno,FL,Florida,Martin
Gloucester City,NJ,New Jersey,Camden
Campbellsville,KY,Kentucky,Taylor
Woods Cross,UT,Utah,Davis
Dobbs Ferry,NY,New York,Westchester
Greensburg,IN,Indiana,Decatur
Bridgeton,MO,Missouri,St. Louis
Clawson,MI,Michigan,Oakland
Oak Grove,SC,South Carolina,Lexington
East Grand Rapids,MI,Michigan,Kent
Fulton,NY,New York,Oswego
Snyder,TX,Texas,Scurry
Santa Clara,OR,Oregon,Lane
Suffern,NY,New York,Rockland
Morgan City,LA,Louisiana,St. Mary
Woodbury,NY,New York,Orange
Okmulgee,OK,Oklahoma,Okmulgee
Progress,PA,Pennsylvania,Dauphin
Medulla,FL,Florida,Polk
Spencer,IA,Iowa,Clay
Maltby,WA,Washington,Snohomish
Cocoa Beach,FL,Florida,Brevard
Ravenna,OH,Ohio,Portage
Taylorville,IL,Illinois,Christian
Shiloh,PA,Pennsylvania,York
Lakeland Highlands,FL,Florida,Polk
Anderson,CA,California,Shasta
Lowes Island,VA,Virginia,Loudoun
Manvel,TX,Texas,Brazoria
De Witt,NY,New York,Onondaga
Westphalia,MD,Maryland,Prince George's
Ocean City,NJ,New Jersey,Cape May
Brooklyn,OH,Ohio,Cuyahoga
Hillsborough,CA,California,San Mateo
North Valley,NM,New Mexico,Bernalillo
Lansing,KS,Kansas,Leavenworth
Two Rivers,WI,Wisconsin,Manitowoc
Kings Mountain,NC,North Carolina,Cleveland
Barrington,IL,Illinois,Cook
Westwood,NJ,New Jersey,Bergen
Oregon,WI,Wisconsin,Dane
West Point,UT,Utah,Davis
Lincolnton,NC,North Carolina,Lincoln
Hormigueros,PR,Puerto Rico,Hormigueros
Granbury,TX,Texas,Hood
Wanaque,NJ,New Jersey,Passaic
Abbeville,LA,Louisiana,Vermilion
Northbrook,OH,Ohio,Hamilton
Storm Lake,IA,Iowa,Buena Vista
Boiling Springs,SC,South Carolina,Spartanburg
Berkley,CO,Colorado,Adams
Satellite Beach,FL,Florida,Brevard
Tucson Mountains,AZ,Arizona,Pima
New Port Richey East,FL,Florida,Pasco
Wellington,CO,Colorado,Larimer
Batesville,AR,Arkansas,Independence
Piedmont,CA,California,Alameda
Elon,NC,North Carolina,Alamance
Grand Rapids,MN,Minnesota,Itasca
Cherry Creek,CO,Colorado,Arapahoe
Urbana,OH,Ohio,Champaign
Inwood,NY,New York,Nassau
North Lindenhurst,NY,New York,Suffolk
Sierra Madre,CA,California,Los Angeles
Birch Bay,WA,Washington,Whatcom
Waipio,HI,Hawaii,Honolulu
Roscoe,IL,Illinois,Winnebago
Manatí,PR,Puerto Rico,Manatí
Burr Ridge,IL,Illinois,DuPage
Elwood,NY,New York,Suffolk
White City,OR,Oregon,Jackson
Plano,IL,Illinois,Kendall
Waupun,WI,Wisconsin,Dodge
Canyon Lake,CA,California,Riverside
Port Wentworth,GA,Georgia,Chatham
Alcoa,TN,Tennessee,Blount
Raceland,LA,Louisiana,Lafourche
Cleveland,MS,Mississippi,Bolivar
Citrus Springs,FL,Florida,Citrus
Clayton,CA,California,Contra Costa
Merriam,KS,Kansas,Johnson
Union City,TN,Tennessee,Obion
Selma,TX,Texas,Bexar
Wyomissing,PA,Pennsylvania,Berks
Lake Grove,NY,New York,Suffolk
Marinette,WI,Wisconsin,Marinette
Great Neck,NY,New York,Nassau
Coshocton,OH,Ohio,Coshocton
Monmouth,OR,Oregon,Polk
Pompton Lakes,NJ,New Jersey,Passaic
Lansdowne,PA,Pennsylvania,Delaware
Sturgis,MI,Michigan,St. Joseph
Petal,MS,Mississippi,Forrest
Magnolia,AR,Arkansas,Columbia
Bithlo,FL,Florida,Orange
Columbia,IL,Illinois,Monroe
Summit,IL,Illinois,Cook
Hornsby Bend,TX,Texas,Travis
Waihee-Waiehu,HI,Hawaii,Maui
Cold Springs,NV,Nevada,Washoe
Fredericksburg,TX,Texas,Gillespie
Greentree,NJ,New Jersey,Camden
Gloucester Point,VA,Virginia,Gloucester
Waterloo,IL,Illinois,Monroe
Fairview Shores,FL,Florida,Orange
Waynesboro,PA,Pennsylvania,Franklin
Franklin Lakes,NJ,New Jersey,Bergen
Sebring,FL,Florida,Highlands
Collegedale,TN,Tennessee,Hamilton
Burlington,WI,Wisconsin,Racine
Lyndon,KY,Kentucky,Jefferson
Oak Ridge,NJ,New Jersey,Morris
Westview,FL,Florida,Miami-Dade
Springdale,OH,Ohio,Hamilton
Summerfield,NC,North Carolina,Guilford
North Logan,UT,Utah,Cache
Burkburnett,TX,Texas,Wichita
Citrus,CA,California,Los Angeles
Pebble Creek,FL,Florida,Hillsborough
Totowa,NJ,New Jersey,Passaic
Celina,OH,Ohio,Mercer
North Branch,MN,Minnesota,Chisago
Grand Haven,MI,Michigan,Ottawa
Little Ferry,NJ,New Jersey,Bergen
Canton,MS,Mississippi,Madison
Pleasant View,UT,Utah,Weber
Pompton Plains,NJ,New Jersey,Morris
Belgrade,MT,Montana,Gallatin
Vashon,WA,Washington,King
The Hills,NJ,New Jersey,Somerset
Beachwood,NJ,New Jersey,Ocean
Bedford Heights,OH,Ohio,Cuyahoga
Valley Center,CA,California,San Diego
Memphis,FL,Florida,Manatee
Grandview,WA,Washington,Yakima
Troy,IL,Illinois,Madison
Brandon,SD,South Dakota,Minnehaha
Prineville,OR,Oregon,Crook
Timberlane,LA,Louisiana,Jefferson
Rincon,GA,Georgia,Effingham
Gages Lake,IL,Illinois,Lake
Delhi,CA,California,Merced
Manville,NJ,New Jersey,Somerset
Berthoud,CO,Colorado,Larimer
Haysville,KS,Kansas,Sedgwick
Terryville,NY,New York,Suffolk
Fife,WA,Washington,Pierce
Triangle,VA,Virginia,Prince William
Garden City,SC,South Carolina,Horry
Lincoln Park,NJ,New Jersey,Morris
Guthrie,OK,Oklahoma,Logan
Peru,IN,Indiana,Miami
Malvern,AR,Arkansas,Hot Spring
Worth,IL,Illinois,Cook
Kapaa,HI,Hawaii,Kauai
Travilah,MD,Maryland,Montgomery
Danville,IN,Indiana,Hendricks
Mount Kisco,NY,New York,Westchester
Lake Monticello,VA,Virginia,Fluvanna
Atchison,KS,Kansas,Atchison
Van Wert,OH,Ohio,Van Wert
Martin,TN,Tennessee,Weakley
Sugarmill Woods,FL,Florida,Citrus
Hudson,FL,Florida,Pasco
Union Park,FL,Florida,Orange
Montgomery,OH,Ohio,Hamilton
Holmen,WI,Wisconsin,La Crosse
Fox Lake,IL,Illinois,Lake
Scaggsville,MD,Maryland,Howard
Timonium,MD,Maryland,Baltimore
Belle Chasse,LA,Louisiana,Plaquemines
Bolivar,MO,Missouri,Polk
DeForest,WI,Wisconsin,Dane
Russellville,AL,Alabama,Franklin
Morro Bay,CA,California,San Luis Obispo
Del Aire,CA,California,Los Angeles
East Bakersfield,CA,California,Kern
St. Albans,WV,West Virginia,Kanawha
Jackson,WY,Wyoming,Teton
Placerville,CA,California,El Dorado
Munhall,PA,Pennsylvania,Allegheny
Freeport,TX,Texas,Brazoria
Crestwood,IL,Illinois,Cook
Riverton,WY,Wyoming,Fremont
Vidalia,GA,Georgia,Toombs
Middle Island,NY,New York,Suffolk
Linthicum,MD,Maryland,Anne Arundel
Westwood Lakes,FL,Florida,Miami-Dade
Forestville,OH,Ohio,Hamilton
Lowell,IN,Indiana,Lake
Edwards,CO,Colorado,Eagle
Richmond Heights,OH,Ohio,Cuyahoga
Pleasanton,TX,Texas,Atascosa
Waggaman,LA,Louisiana,Jefferson
Sonoma,CA,California,Sonoma
Malibu,CA,California,Los Angeles
Pine Hill,NJ,New Jersey,Camden
Potomac Park,CA,California,Kern
Rancho Mission Viejo,CA,California,Orange
Tarboro,NC,North Carolina,Edgecombe
Madison Heights,VA,Virginia,Amherst
Maryville,MO,Missouri,Nodaway
Doraville,GA,Georgia,DeKalb
Bogalusa,LA,Louisiana,Washington
Lyons,IL,Illinois,Cook
Corning,NY,New York,Steuben
Darby,PA,Pennsylvania,Delaware
Newberry,SC,South Carolina,Newberry
Victoria,MN,Minnesota,Carver
Powdersville,SC,South Carolina,Anderson
Fountain Inn,SC,South Carolina,Greenville
Clute,TX,Texas,Brazoria
Broomall,PA,Pennsylvania,Delaware
Lexington,NE,Nebraska,Dawson
La Homa,TX,Texas,Hidalgo
Myers Corner,NY,New York,Dutchess
West Haverstraw,NY,New York,Rockland
Essex Junction,VT,Vermont,Chittenden
Vienna,WV,West Virginia,Wood
Galena Park,TX,Texas,Harris
Friendly,MD,Maryland,Prince George's
Bellefontaine Neighbors,MO,Missouri,St. Louis
Bel Air,MD,Maryland,Harford
Kendall Park,NJ,New Jersey,Middlesex
Little Canada,MN,Minnesota,Ramsey
Monroe,WI,Wisconsin,Green
Blackhawk,CA,California,Contra Costa
Mount Airy,NC,North Carolina,Surry
Nanticoke,PA,Pennsylvania,Luzerne
West Perrine,FL,Florida,Miami-Dade
Ironton,OH,Ohio,Lawrence
Lake Barcroft,VA,Virginia,Fairfax
Sumner,WA,Washington,Pierce
Camden,AR,Arkansas,Ouachita
Cottage Grove,OR,Oregon,Lane
Fairview,CA,California,Alameda
Wendell,NC,North Carolina,Wake
Yazoo City,MS,Mississippi,Yazoo
Alachua,FL,Florida,Alachua
Airway Heights,WA,Washington,Spokane
Scottdale,GA,Georgia,DeKalb
Lakeland Village,CA,California,Riverside
Yorkshire,VA,Virginia,Prince William
Millington,TN,Tennessee,Shelby
Pella,IA,Iowa,Marion
Campton Hills,IL,Illinois,Kane
Damascus,OR,Oregon,Clackamas
Beverly Hills,MI,Michigan,Oakland
Le Mars,IA,Iowa,Plymouth
Monument,CO,Colorado,El Paso
Sweetwater,TX,Texas,Nolan
Excelsior Springs,MO,Missouri,Clay
Red Bank,SC,South Carolina,Lexington
Shiloh,OH,Ohio,Montgomery
The Pinery,CO,Colorado,Douglas
River Grove,IL,Illinois,Cook
Pineville,NC,North Carolina,Mecklenburg
North Bellport,NY,New York,Suffolk
Riverdale,IL,Illinois,Cook
Reading,OH,Ohio,Hamilton
Alderwood Manor,WA,Washington,Snohomish
Saks,AL,Alabama,Calhoun
Felida,WA,Washington,Clark
New Albany,OH,Ohio,Franklin
Fairview,OR,Oregon,Multnomah
Loudoun Valley Estates,VA,Virginia,Loudoun
Forest Acres,SC,South Carolina,Richland
Stansbury Park,UT,Utah,Tooele
Winterville,NC,North Carolina,Pitt
Soquel,CA,California,Santa Cruz
Lighthouse Point,FL,Florida,Broward
Hillcrest,CA,California,Kern
Heath,OH,Ohio,Licking
Kearney,MO,Missouri,Clay
Bonham,TX,Texas,Fannin
Shelton,WA,Washington,Mason
Somers Point,NJ,New Jersey,Atlantic
Lake Hopatcong,NJ,New Jersey,Morris
Bellmead,TX,Texas,McLennan
Española,NM,New Mexico,Rio Arriba
Palatka,FL,Florida,Putnam
Bluffton,IN,Indiana,Wells
Vermilion,OH,Ohio,Lorain
Waimea,HI,Hawaii,Hawaii
Lake Morton-Berrydale,WA,Washington,King
Chalco,NE,Nebraska,Sarpy
Pleasant Hill,IA,Iowa,Polk
Portage,WI,Wisconsin,Columbia
Flat Rock,MI,Michigan,Wayne
Valley,AL,Alabama,Chambers
Silverton,OR,Oregon,Marion
Yelm,WA,Washington,Thurston
Difficult Run,VA,Virginia,Fairfax
Lovejoy,GA,Georgia,Clayton
Warr Acres,OK,Oklahoma,Oklahoma
Rifle,CO,Colorado,Garfield
Wabash,IN,Indiana,Wabash
Smithville,MO,Missouri,Clay
Fairmont,MN,Minnesota,Martin
Marlton,NJ,New Jersey,Burlington
Cadillac,MI,Michigan,Wexford
Mount Vista,WA,Washington,Clark
Waverly,IA,Iowa,Bremer
Fairmount,CO,Colorado,Jefferson
Sleepy Hollow,NY,New York,Westchester
Gateway,FL,Florida,Lee
Farmersville,CA,California,Tulare
Spout Springs,NC,North Carolina,Harnett
Kennett,MO,Missouri,Dunklin
Comstock Park,MI,Michigan,Kent
Galion,OH,Ohio,Crawford
Plymouth,IN,Indiana,Marshall
Calimesa,CA,California,Riverside
Shasta Lake,CA,California,Shasta
Arkadelphia,AR,Arkansas,Clark
Fairview,TX,Texas,Collin
Scotchtown,NY,New York,Orange
Garden City,GA,Georgia,Chatham
Woodlyn,PA,Pennsylvania,Delaware
Northampton,PA,Pennsylvania,Northampton
Chestnut Ridge,NY,New York,Rockland
White Marsh,MD,Maryland,Baltimore
Trumbull Center,CT,Connecticut,Greater Bridgeport
Exeter,CA,California,Tulare
Oneida,NY,New York,Madison
Watervliet,NY,New York,Albany
Alexandria,KY,Kentucky,Campbell
Newport,OR,Oregon,Lincoln
Berwick,PA,Pennsylvania,Columbia
London,OH,Ohio,Madison
Burtonsville,MD,Maryland,Montgomery
Clay,AL,Alabama,Jefferson
West Vero Corridor,FL,Florida,Indian River
Bacliff,TX,Texas,Galveston
Wood River,IL,Illinois,Madison
Brookdale,NJ,New Jersey,Essex
Paris,TN,Tennessee,Henry
South Huntington,NY,New York,Suffolk
Waynesville,NC,North Carolina,Haywood
Sabana Grande,PR,Puerto Rico,Sabana Grande
Raymondville,TX,Texas,Willacy
Versailles,KY,Kentucky,Woodford
Murrells Inlet,SC,South Carolina,Georgetown
Fort Madison,IA,Iowa,Lee
Lenoir City,TN,Tennessee,Loudon
Forestville,MD,Maryland,Prince George's
La Plata,MD,Maryland,Charles
Marina del Rey,CA,California,Los Angeles
Tremonton,UT,Utah,Box Elder
Carroll,IA,Iowa,Carroll
Pine Ridge,FL,Florida,Citrus
Tipp City,OH,Ohio,Miami
Rockport,TX,Texas,Aransas
North Lakes,AK,Alaska,Matanuska-Susitna
Alpine,UT,Utah,Utah
Milton,FL,Florida,Santa Rosa
Whitestown,IN,Indiana,Boone
Elkhorn,WI,Wisconsin,Walworth
North Bend,OR,Oregon,Coos
Boaz,AL,Alabama,Marshall
East Whittier,CA,California,Los Angeles
Davenport,FL,Florida,Polk
Robstown,TX,Texas,Nueces
San Diego Country Estates,CA,California,San Diego
New Hyde Park,NY,New York,Nassau
East Setauket,NY,New York,Suffolk
Rotonda,FL,Florida,Charlotte
Halfway,MD,Maryland,Washington
Highland,IL,Illinois,Madison
Pingree Grove,IL,Illinois,Kane
Cordele,GA,Georgia,Crisp
Flowood,MS,Mississippi,Rankin
Columbia,PA,Pennsylvania,Lancaster
Fort Oglethorpe,GA,Georgia,Catoosa
Alpena,MI,Michigan,Alpena
Carencro,LA,Louisiana,Lafayette
Claymont,DE,Delaware,New Castle
Lake Arrowhead,CA,California,San Bernardino
Rainbow City,AL,Alabama,Etowah
Astoria,OR,Oregon,Clatsop
Kendallville,IN,Indiana,Noble
Marlton,MD,Maryland,Prince George's
Cedartown,GA,Georgia,Polk
Port Townsend,WA,Washington,Jefferson
New Richmond,WI,Wisconsin,St. Croix
Corte Madera,CA,California,Marin
Molalla,OR,Oregon,Clackamas
Paris,KY,Kentucky,Bourbon
Vernal,UT,Utah,Uintah
Jefferson,LA,Louisiana,Jefferson
Franklin,KY,Kentucky,Simpson
North Gates,NY,New York,Monroe
Cabo Rojo,PR,Puerto Rico,Cabo Rojo
Hermantown,MN,Minnesota,St. Louis
Snohomish,WA,Washington,Snohomish
Hobart,WI,Wisconsin,Brown
Greenville,WI,Wisconsin,Outagamie
Hillsdale,NJ,New Jersey,Bergen
Garden Acres,CA,California,San Joaquin
Safford,AZ,Arizona,Graham
Hackettstown,NJ,New Jersey,Warren
Warrenton,VA,Virginia,Fauquier
Baker City,OR,Oregon,Baker
Isabela,PR,Puerto Rico,Isabela
Gunbarrel,CO,Colorado,Boulder
Glenwood Springs,CO,Colorado,Garfield
Progress Village,FL,Florida,Hillsborough
Cairo,GA,Georgia,Grady
Quartz Hill,CA,California,Los Angeles
Brandywine,MD,Maryland,Prince George's
Cambridge,OH,Ohio,Guernsey
Spanish Fort,AL,Alabama,Baldwin
Cody,WY,Wyoming,Park
Rio Vista,CA,California,Solano
La Grange,KY,Kentucky,Oldham
San Elizario,TX,Texas,El Paso
Atoka,TN,Tennessee,Tipton
East Rockaway,NY,New York,Nassau
Bee Ridge,FL,Florida,Sarasota
Waldwick,NJ,New Jersey,Bergen
Howell,MI,Michigan,Livingston
Lake Hiawatha,NJ,New Jersey,Morris
West Point,MS,Mississippi,Clay
Struthers,OH,Ohio,Mahoning
Browns Mills,NJ,New Jersey,Burlington
Clinton,TN,Tennessee,Anderson
Orange Lake,NY,New York,Orange
Scenic Oaks,TX,Texas,Bexar
Blackwells Mills,NJ,New Jersey,Somerset
Oakbrook,KY,Kentucky,Boone
Francisville,KY,Kentucky,Boone
Pájaros,PR,Puerto Rico,Toa Alta
Elgin,TX,Texas,Bastrop
Makaha,HI,Hawaii,Honolulu
Maywood,NJ,New Jersey,Bergen
Cross Lanes,WV,West Virginia,Kanawha
Cheat Lake,WV,West Virginia,Monongalia
Harrisonville,MO,Missouri,Cass
Airmont,NY,New York,Rockland
East Rutherford,NJ,New Jersey,Bergen
Corozal,PR,Puerto Rico,Corozal
Reedsburg,WI,Wisconsin,Sauk
Grosse Pointe Farms,MI,Michigan,Wayne
Vernon,TX,Texas,Wilbarger
George Mason,VA,Virginia,Fairfax
Chesapeake Ranch Estates,MD,Maryland,Calvert
Mayfield,KY,Kentucky,Graves
Roslyn,PA,Pennsylvania,Montgomery
Fort Meade,MD,Maryland,Anne Arundel
Lowell,AR,Arkansas,Benton
Kinnelon,NJ,New Jersey,Morris
Budd Lake,NJ,New Jersey,Morris
Brentwood,PA,Pennsylvania,Allegheny
Woodbury,NJ,New Jersey,Gloucester
Independence,OR,Oregon,Polk
Cape Canaveral,FL,Florida,Brevard
Wood-Ridge,NJ,New Jersey,Bergen
Fairmount,NY,New York,Onondaga
Cedar Hills,UT,Utah,Utah
Fairfield,AL,Alabama,Jefferson
Walker Mill,MD,Maryland,Prince George's
Marysville,MI,Michigan,St. Clair
Willoughby Hills,OH,Ohio,Lake
East Liverpool,OH,Ohio,Columbiana
Detroit Lakes,MN,Minnesota,Becker
Woodburn,VA,Virginia,Fairfax
Bastrop,TX,Texas,Bastrop
DuPont,WA,Washington,Pierce
Halls,TN,Tennessee,Knox
Muskegon Heights,MI,Michigan,Muskegon
Fallston,MD,Maryland,Harford
Picnic Point,WA,Washington,Snohomish
Sellersburg,IN,Indiana,Clark
Winfield,IL,Illinois,DuPage
Sparta,WI,Wisconsin,Monroe
Villas,NJ,New Jersey,Cape May
Rockcreek,OR,Oregon,Washington
Capitola,CA,California,Santa Cruz
Rye Brook,NY,New York,Westchester
Fair Oaks Ranch,TX,Texas,Bexar
Ellisville,MO,Missouri,St. Louis
Uniontown,PA,Pennsylvania,Fayette
Coweta,OK,Oklahoma,Wagoner
Ogdensburg,NY,New York,St. Lawrence
Mission,KS,Kansas,Johnson
Golden Hills,CA,California,Kern
Belmont,VA,Virginia,Loudoun
St. Augustine Shores,FL,Florida,St. Johns
Beckett Ridge,OH,Ohio,Butler
Wapakoneta,OH,Ohio,Auglaize
Keokuk,IA,Iowa,Lee
Greencastle,IN,Indiana,Putnam
Richmond Heights,FL,Florida,Miami-Dade
Sauk Village,IL,Illinois,Cook
Independent Hill,VA,Virginia,Prince William
Sweet Home,OR,Oregon,Linn
DeRidder,LA,Louisiana,Beauregard
Lambertville,MI,Michigan,Monroe
Fort Salonga,NY,New York,Suffolk
Succasunna,NJ,New Jersey,Morris
Bardmoor,FL,Florida,Pinellas
Peru,IL,Illinois,LaSalle
Loudonville,NY,New York,Albany
Jesup,GA,Georgia,Wayne
Jennings,LA,Louisiana,Jefferson Davis
Little River,SC,South Carolina,Horry
Vidor,TX,Texas,Orange
Coamo,PR,Puerto Rico,Coamo
Arden Hills,MN,Minnesota,Ramsey
College Place,WA,Washington,Walla Walla
Madera Acres,CA,California,Madera
Alamosa,CO,Colorado,Alamosa
Lincoln City,OR,Oregon,Lincoln
Avon Park,FL,Florida,Highlands
Chevy Chase,MD,Maryland,Montgomery
Marathon,FL,Florida,Monroe
Bay St. Louis,MS,Mississippi,Hancock
Beverly Hills,FL,Florida,Citrus
Terrace Heights,WA,Washington,Yakima
Heath,TX,Texas,Rockwall
Stonegate,CO,Colorado,Douglas
Garrison,MD,Maryland,Baltimore
Keansburg,NJ,New Jersey,Monmouth
Washington,NC,North Carolina,Beaufort
Green Cove Springs,FL,Florida,Clay
Fultondale,AL,Alabama,Jefferson
Croydon,PA,Pennsylvania,Bucks
Monmouth Junction,NJ,New Jersey,Middlesex
Sedona,AZ,Arizona,Yavapai
Brownsville,TN,Tennessee,Haywood
Eagle Point,OR,Oregon,Jackson
Cambridge,MN,Minnesota,Isanti
Morrisville,PA,Pennsylvania,Bucks
Thomaston,GA,Georgia,Upson
Decatur,IN,Indiana,Adams
Ingleside,TX,Texas,San Patricio
Pine Lake Park,NJ,New Jersey,Ocean
Fredonia,NY,New York,Chautauqua
Mentone,CA,California,San Bernardino
Harvard,IL,Illinois,McHenry
Lake Mohawk,NJ,New Jersey,Sussex
Flowery Branch,GA,Georgia,Hall
Rolesville,NC,North Carolina,Wake
Cypress Gardens,FL,Florida,Polk
White Horse,NJ,New Jersey,Mercer
Country Club,CA,California,San Joaquin
Eidson Road,TX,Texas,Maverick
Tanaina,AK,Alaska,Matanuska-Susitna
Sunbury,PA,Pennsylvania,Northumberland
Hyrum,UT,Utah,Cache
Canonsburg,PA,Pennsylvania,Washington
Mount Airy,MD,Maryland,Carroll
Pike Road,AL,Alabama,Montgomery
Silver City,NM,New Mexico,Grant
University of Virginia,VA,Virginia,Albemarle
Countryside,VA,Virginia,Loudoun
Willow Street,PA,Pennsylvania,Lancaster
Orange Cove,CA,California,Fresno
Brewer,ME,Maine,Penobscot
Monett,MO,Missouri,Barry
Morehead City,NC,North Carolina,Carteret
Itasca,IL,Illinois,DuPage
St. Stephens,NC,North Carolina,Catawba
Bastrop,LA,Louisiana,Morehouse
Sturgeon Bay,WI,Wisconsin,Door
Bluefield,WV,West Virginia,Mercer
Middleton,ID,Idaho,Canyon
Fair Oaks,GA,Georgia,Cobb
Sandy Hook,CT,Connecticut,Western Connecticut
North College Hill,OH,Ohio,Hamilton
Jessup,MD,Maryland,Anne Arundel
Oil City,PA,Pennsylvania,Venango
Hartland,WI,Wisconsin,Waukesha
Middletown,KY,Kentucky,Jefferson
Manhattan,IL,Illinois,Will
Jacinto City,TX,Texas,Harris
Greenville,NY,New York,Westchester
Kensington,CT,Connecticut,Capitol
New Square,NY,New York,Rockland
Bladensburg,MD,Maryland,Prince George's
Indianola,MS,Mississippi,Sunflower
Aiea,HI,Hawaii,Honolulu
McKee City,NJ,New Jersey,Atlantic
Girard,OH,Ohio,Trumbull
West Glens Falls,NY,New York,Warren
Roanoke,TX,Texas,Denton
Parsons,KS,Kansas,Labette
LaSalle,IL,Illinois,LaSalle
Lititz,PA,Pennsylvania,Lancaster
Rathdrum,ID,Idaho,Kootenai
Pine Castle,FL,Florida,Orange
Lincoln Village,OH,Ohio,Franklin
Pleasant Grove,AL,Alabama,Jefferson
Boulder Hill,IL,Illinois,Kendall
Matawan,NJ,New Jersey,Monmouth
Mahomet,IL,Illinois,Champaign
Greenwood,AR,Arkansas,Sebastian
Hillsborough,NC,North Carolina,Orange
Bohemia,NY,New York,Suffolk
Meridianville,AL,Alabama,Madison
Tomah,WI,Wisconsin,Monroe
Middletown,PA,Pennsylvania,Dauphin
Mooresville,IN,Indiana,Morgan
Bargersville,IN,Indiana,Johnson
Fairview,TN,Tennessee,Williamson
Steger,IL,Illinois,Cook
Grinnell,IA,Iowa,Poweshiek
Amityville,NY,New York,Suffolk
Hickam Housing,HI,Hawaii,Honolulu
Louisville,OH,Ohio,Stark
Iowa Colony,TX,Texas,Brazoria
Oakwood,OH,Ohio,Montgomery
Berlin,NH,New Hampshire,Coos
Pryor Creek,OK,Oklahoma,Mayes
The Village,OK,Oklahoma,Oklahoma
Columbia City,IN,Indiana,Whitley
Fairfield,IA,Iowa,Jefferson
Helena-West Helena,AR,Arkansas,Phillips
Salem,UT,Utah,Utah
Woodfield,SC,South Carolina,Richland
Bridge City,TX,Texas,Orange
Clarksville,AR,Arkansas,Johnson
Winchester,TN,Tennessee,Franklin
Eunice,LA,Louisiana,St. Landry
Alma,MI,Michigan,Gratiot
Anaconda,MT,Montana,Deer Lodge
Madeira,OH,Ohio,Hamilton
Lugoff,SC,South Carolina,Kershaw
Fishersville,VA,Virginia,Augusta
Glenshaw,PA,Pennsylvania,Allegheny
Rochelle,IL,Illinois,Ogle
Coral Hills,MD,Maryland,Prince George's
Flossmoor,IL,Illinois,Cook
Mechanicsburg,PA,Pennsylvania,Cumberland
Cusseta,GA,Georgia,Chattahoochee
Woodway,TX,Texas,McLennan
Denham Springs,LA,Louisiana,Livingston
Oakville,CT,Connecticut,Naugatuck Valley
Florence,OR,Oregon,Lane
Middlesborough,KY,Kentucky,Bell
Ashland,NJ,New Jersey,Camden
Helena Valley Southeast,MT,Montana,Lewis and Clark
Locust Grove,GA,Georgia,Henry
Frankfort Square,IL,Illinois,Will
Burlington,WA,Washington,Skagit
Diamondhead,MS,Mississippi,Hancock
Southside,AL,Alabama,Etowah
Canal Winchester,OH,Ohio,Franklin
Warren,PA,Pennsylvania,Warren
East Stroudsburg,PA,Pennsylvania,Monroe
Meadowbrook,AL,Alabama,Shelby
South Amboy,NJ,New Jersey,Middlesex
Crestline,CA,California,San Bernardino
Charter Oak,CA,California,Los Angeles
Rodeo,CA,California,Contra Costa
St. Anthony,MN,Minnesota,Hennepin
Havre,MT,Montana,Hill
Sheffield,AL,Alabama,Colbert
Fort Stewart,GA,Georgia,Liberty
Bull Mountain,OR,Oregon,Washington
Angola,IN,Indiana,Steuben
Riverdale,UT,Utah,Weber
Quakertown,PA,Pennsylvania,Bucks
East Franklin,NJ,New Jersey,Somerset
Plymouth,MI,Michigan,Wayne
Ecorse,MI,Michigan,Wayne
Skidaway Island,GA,Georgia,Chatham
St. Francis,WI,Wisconsin,Milwaukee
Bernalillo,NM,New Mexico,Sandoval
Ventnor City,NJ,New Jersey,Atlantic
Bethalto,IL,Illinois,Madison
Laurens,SC,South Carolina,Laurens
Charlotte,MI,Michigan,Eaton
Leonia,NJ,New Jersey,Bergen
Mound,MN,Minnesota,Hennepin
Wasilla,AK,Alaska,Matanuska-Susitna
Merrill,WI,Wisconsin,Lincoln
